import time: self [us] | cumulative | imported package
import time:       657 |        657 |                       aiohttp._cookie_helpers
import time:       503 |       1160 |                     aiohttp.abc
import time:       543 |        543 |                     aiohttp._http_writer
import time:       463 |       2165 |                   aiohttp.http_writer
import time:       535 |        535 |                   aiohttp.streams
import time:       602 |        602 |                   aiohttp._http_parser
import time:      1343 |      53262 |                 aiohttp.http_parser
import time:       165 |        165 |                     aiohttp._websocket
import time:       517 |        517 |                     aiohttp._websocket.models
import time:       456 |        456 |                     aiohttp._websocket.mask
import time:       494 |       1631 |                   aiohttp._websocket.helpers
import time:       504 |        504 |                     aiohttp._websocket.reader_c
import time:       185 |        688 |                   aiohttp._websocket.reader
import time:       225 |        225 |                   aiohttp._websocket.writer
import time:       215 |       2758 |                 aiohttp.http_websocket
import time:       800 |      57774 |               aiohttp.http
import time:      1085 |       1085 |               aiohttp.payload
import time:       717 |        717 |                   aiohttp.multipart
import time:       255 |        255 |                   aiohttp.formdata
import time:      1486 |       2458 |                 aiohttp.client_reqrep
import time:       206 |       2664 |               aiohttp.client_middlewares
import time:       653 |        653 |               aiohttp.client_ws
import time:       246 |        246 |                     aiohappyeyeballs._staggered
import time:       187 |        187 |                     aiohappyeyeballs.types
import time:       373 |        805 |                   aiohappyeyeballs.impl
import time:       241 |        241 |                   aiohappyeyeballs.utils
import time:       544 |       1589 |                 aiohappyeyeballs
import time:       306 |        306 |                 aiohttp.client_proto
import time:       186 |        186 |                   aiodns
import time:       338 |        523 |                 aiohttp.resolver
import time:     20353 |      22770 |               aiohttp.connector
import time:       919 |        919 |               aiohttp.cookiejar
import time:       701 |        701 |                     frozenlist._frozenlist
import time:       339 |       1039 |                   frozenlist
import time:       358 |       1397 |                 aiosignal
import time:      4602 |       5998 |               aiohttp.tracing
import time:      1444 |     104603 |             aiohttp.client
import time:       547 |        547 |             aiohttp.client_middleware_digest_auth
import time:       387 |        387 |             aiohttp.payload_streamer
import time:       496 |     107878 |           aiohttp
import time:       262 |     108282 |         akshare.stock_a.stock_zh_a_spot
import time:       313 |        313 |         akshare.stock_a.stock_individual_fund_flow_rank
import time:       249 |        249 |         akshare.stock_a.stock_board_concept_name_em
import time:       165 |        165 |             akshare.utils
import time:       231 |        396 |           akshare.utils.cons
import time:       199 |        595 |         akshare.stock_fundamental.stock_basic_info_xq
import time:       164 |        164 |           akshare.index
import time:       204 |        204 |           akshare.index.cons
import time:       288 |        656 |         akshare.index.index_global_sina
import time:       224 |        224 |         akshare.index.index_global_em
import time:       214 |        214 |           akshare.forex
import time:       206 |        206 |           akshare.forex.cons
import time:       258 |        677 |         akshare.forex.forex_em
import time:       164 |        164 |           akshare.utils.tqdm
import time:       172 |        172 |           akshare.utils.func
import time:       249 |        584 |         akshare.stock.stock_hsgt_em
import time:       212 |        212 |         akshare.stock_fundamental.stock_finance_us_em
import time:       166 |        166 |           akshare.futures
import time:       361 |        527 |         akshare.futures.futures_hist_em
import time:       191 |        191 |               pkg_resources
import time:       477 |        668 |             py_mini_racer.py_mini_racer
import time:       267 |        934 |           py_mini_racer
import time:       163 |        163 |           akshare.datasets
import time:       197 |       1294 |         akshare.stock.stock_hold_control_cninfo
import time:       154 |        154 |           akshare.fund
import time:       258 |        411 |         akshare.fund.fund_fee_em
import time:       153 |        153 |           akshare.stock_feature
import time:       192 |        192 |             akshare.exceptions
import time:       160 |        160 |             akshare.utils.context
import time:       187 |        538 |           akshare.request
import time:       484 |       1174 |         akshare.stock_feature.stock_value_em
import time:       162 |        162 |           akshare.cal
import time:       242 |        403 |         akshare.cal.rv
import time:       139 |        139 |           akshare.qdii
import time:       229 |        368 |         akshare.qdii.qdii_jsl
import time:       137 |        137 |         akshare.stock.stock_news_cx
import time:       139 |        139 |           akshare.spot
import time:       229 |        367 |         akshare.spot.spot_hog_soozhu
import time:       159 |        159 |         akshare.stock.stock_hk_famous
import time:       157 |        157 |           akshare.economic
import time:       260 |        416 |         akshare.economic.macro_finance_ths
import time:       157 |        157 |         akshare.stock_feature.stock_concept_futu
import time:       150 |        150 |           akshare.option
import time:       250 |        400 |         akshare.option.option_comm_qihuo
import time:       161 |        161 |         akshare.option.option_daily_stats_sse_szse
import time:       142 |        142 |         akshare.fund.fund_etf_ths
import time:       143 |        143 |         akshare.stock_feature.stock_margin_em
import time:       151 |        151 |         akshare.spot.spot_price_qh
import time:       159 |        159 |         akshare.economic.macro_info_ws
import time:       139 |        139 |         akshare.index.index_zh_a_scope
import time:       145 |        145 |         akshare.index.index_research_fund_sw
import time:       162 |        162 |         akshare.stock_feature.stock_info
import time:       436 |        436 |           akshare.futures_derivative
import time:       250 |        685 |         akshare.futures_derivative.futures_contract_info_shfe
import time:       155 |        155 |         akshare.futures_derivative.futures_contract_info_dce
import time:       162 |        162 |         akshare.futures_derivative.futures_contract_info_czce
import time:       137 |        137 |         akshare.futures_derivative.futures_contract_info_gfex
import time:       140 |        140 |         akshare.futures_derivative.futures_contract_info_cffex
import time:       128 |        128 |         akshare.futures_derivative.futures_contract_info_ine
import time:       140 |        140 |         akshare.futures.futures_stock_js
import time:       157 |        157 |         akshare.stock_feature.stock_hsgt_min_em
import time:       186 |        186 |         akshare.futures.futures_hf_em
import time:       155 |        155 |         akshare.stock.stock_xq
import time:       143 |        143 |         akshare.stock_fundamental.stock_profit_forecast_hk_etnet
import time:       191 |        191 |         akshare.stock_feature.stock_disclosure_cninfo
import time:       152 |        152 |         akshare.stock.stock_intraday_sina
import time:       196 |        196 |             akshare.stock.cons
import time:      1730 |       1730 |             akshare.utils.demjson
import time:       263 |       2187 |           akshare.index.index_stock_zh
import time:       155 |       2342 |         akshare.stock_feature.stock_hist_tx
import time:       275 |        275 |         akshare.stock_feature.stock_cyq_em
import time:       192 |        192 |         akshare.stock.stock_intraday_em
import time:       148 |        148 |         akshare.index.index_stock_us_sina
import time:       196 |        196 |         akshare.stock.stock_share_hold
import time:       195 |        195 |         akshare.stock_feature.stock_research_report_em
import time:       165 |        165 |         akshare.stock_feature.stock_zdhtmx_em
import time:       143 |        143 |         akshare.stock_feature.stock_gddh_em
import time:       131 |        131 |         akshare.stock.stock_gsrl_em
import time:       147 |        147 |         akshare.stock.stock_hold_control_em
import time:       125 |        125 |         akshare.bond.bond_cb_sina
import time:       163 |        163 |         akshare.stock_feature.stock_sns_sseinfo
import time:       194 |        194 |         akshare.stock_feature.stock_irm_cninfo
import time:       138 |        138 |         akshare.fund.fund_announcement
import time:       170 |        170 |         akshare.stock_feature.stock_esg_sina
import time:       213 |        213 |         akshare.fund.fund_lof_em
import time:       189 |        189 |         akshare.stock_fundamental.stock_finance_ths
import time:       170 |        170 |         akshare.index.index_stock_hk
import time:       134 |        134 |         akshare.bond.bond_cb_ths
import time:       120 |        120 |         akshare.stock.stock_hk_fhpx_ths
import time:       131 |        131 |         akshare.stock_feature.stock_fhps_ths
import time:       162 |        162 |         akshare.stock.stock_ask_bid_em
import time:       152 |        152 |         akshare.stock_fundamental.stock_profit_forecast_ths
import time:       144 |        144 |         akshare.futures.futures_news_shmet
import time:       128 |        128 |         akshare.stock_fundamental.stock_zyjs_ths
import time:       186 |        186 |         akshare.fund.fund_etf_em
import time:       218 |        218 |           akshare.stock_feature.stock_a_indicator
import time:       132 |        350 |         akshare.stock_feature.stock_ebs_lg
import time:       156 |        156 |         akshare.fund.fund_position_lg
import time:       134 |        134 |         akshare.stock_feature.stock_congestion_lg
import time:       122 |        122 |         akshare.stock_feature.stock_gxl_lg
import time:       158 |        158 |         akshare.stock_fundamental.stock_restricted_em
import time:       198 |        198 |         akshare.stock_feature.stock_board_industry_ths
import time:       140 |        140 |         akshare.index.index_hog
import time:       193 |        193 |             akshare.bond.bond_china_money
import time:       165 |        357 |           akshare.bond.bond_china
import time:       182 |        538 |         akshare.bond.bond_info_cm
import time:       226 |        226 |         akshare.index.index_research_sw
import time:       178 |        178 |         akshare.index.index_option_qvix
import time:       169 |        169 |           akshare.fx
import time:       221 |        390 |         akshare.fx.fx_quote_baidu
import time:       145 |        145 |         akshare.stock_feature.stock_buffett_index_lg
import time:       133 |        133 |         akshare.stock.stock_hot_search_baidu
import time:       135 |        135 |         akshare.stock_feature.stock_zh_vote_baidu
import time:       158 |        158 |         akshare.stock_feature.stock_zh_valuation_baidu
import time:       157 |        157 |         akshare.stock_feature.stock_hk_valuation_baidu
import time:       162 |        162 |         akshare.stock.stock_profile_cninfo
import time:       140 |        140 |         akshare.stock.stock_ipo_summary_cninfo
import time:       137 |        137 |         akshare.stock.stock_allotment_cninfo
import time:       156 |        156 |         akshare.stock_feature.stock_hsgt_exchange_rate
import time:       141 |        141 |         akshare.bond.bond_cbond
import time:       149 |        149 |         akshare.stock_feature.stock_classify_sina
import time:       157 |        157 |         akshare.stock_fundamental.stock_zygc
import time:       140 |        140 |           akshare.currency
import time:       214 |        354 |         akshare.currency.currency_safe
import time:       130 |        130 |         akshare.option.option_risk_indicator_sse
import time:       135 |        135 |           akshare.news
import time:       217 |        352 |         akshare.news.news_baidu
import time:       214 |        214 |         akshare.stock_feature.stock_three_report_em
import time:       141 |        141 |         akshare.stock_feature.stock_inner_trade_xq
import time:       151 |        151 |         akshare.stock_feature.stock_hot_xq
import time:       227 |        227 |         akshare.stock_feature.stock_lhb_em
import time:       321 |        321 |         akshare.index.index_zh_em
import time:       196 |        196 |         akshare.stock.stock_hot_rank_em
import time:       138 |        138 |         akshare.stock.stock_hot_up_em
import time:       140 |        140 |         akshare.stock.stock_hk_hot_rank_em
import time:      1307 |       1307 |         akshare.index.index_cx
import time:       187 |        187 |         akshare.option.option_premium_analysis_em
import time:       148 |        148 |         akshare.option.option_risk_analysis_em
import time:       127 |        127 |         akshare.option.option_value_analysis_em
import time:       140 |        140 |         akshare.option.option_lhb_em
import time:       210 |        210 |         akshare.stock_feature.stock_gdfx_em
import time:       163 |        163 |         akshare.index.index_sugar
import time:       133 |        133 |         akshare.stock.stock_info_em
import time:       150 |        150 |         akshare.spot.spot_sge
import time:       139 |        139 |         akshare.stock.stock_repurchase_em
import time:       184 |        184 |         akshare.stock.stock_board_industry_em
import time:       159 |        159 |         akshare.fund.fund_scale_em
import time:       148 |        148 |         akshare.fund.fund_fhsp_em
import time:       136 |        136 |           akshare.movie
import time:       225 |        360 |         akshare.movie.artist_yien
import time:       141 |        141 |         akshare.movie.video_yien
import time:       227 |        227 |         akshare.stock_feature.stock_technology_ths
import time:       389 |        389 |         akshare.stock_feature.stock_hsgt_em
import time:       354 |        354 |         akshare.fund.fund_scale_sina
import time:       271 |        271 |         akshare.fund.fund_report_cninfo
import time:       224 |        224 |         akshare.bond.bond_issue_cninfo
import time:       200 |        200 |         akshare.stock.stock_cg_equity_mortgage
import time:       162 |        162 |         akshare.stock.stock_cg_lawsuit
import time:       145 |        145 |         akshare.stock.stock_cg_guarantee
import time:       220 |        220 |         akshare.stock.stock_zh_b_sina
import time:       198 |        198 |         akshare.futures.futures_comm_qihuo
import time:       151 |        151 |         akshare.futures.futures_comm_ctp
import time:       146 |        146 |         akshare.stock.stock_hold_num_cninfo
import time:       154 |        154 |         akshare.stock.stock_new_cninfo
import time:       162 |        162 |         akshare.stock.stock_dividend_cninfo
import time:       181 |        181 |         akshare.stock.stock_share_changes_cninfo
import time:       169 |        169 |         akshare.stock.stock_industry_cninfo
import time:       148 |        148 |         akshare.stock.stock_industry_pe_cninfo
import time:       123 |        123 |         akshare.stock.stock_industry_sw
import time:       138 |        138 |         akshare.stock.stock_rank_forecast
import time:       127 |        127 |         akshare.stock.stock_us_famous
import time:       116 |        116 |         akshare.stock.stock_us_pink
import time:       147 |        147 |           akshare.reits
import time:       224 |        371 |         akshare.reits.reits_basic
import time:       143 |        143 |         akshare.stock_feature.stock_ttm_lyr
import time:       117 |        117 |         akshare.stock_feature.stock_all_pb
import time:       141 |        141 |         akshare.economic.macro_canada
import time:       148 |        148 |         akshare.futures_derivative.futures_hog
import time:       155 |        155 |         akshare.economic.macro_australia
import time:       153 |        153 |         akshare.stock_feature.stock_margin_szse
import time:       299 |        299 |         akshare.economic.macro_uk
import time:       159 |        159 |         akshare.economic.macro_japan
import time:       139 |        139 |         akshare.economic.macro_swiss
import time:       179 |        179 |         akshare.stock.stock_board_concept_em
import time:       154 |        154 |         akshare.economic.macro_germany
import time:       144 |        144 |         akshare.fund.fund_aum_em
import time:       140 |        140 |           akshare.crypto
import time:       197 |        336 |         akshare.crypto.crypto_bitcoin_cme
import time:       150 |        150 |         akshare.stock_feature.stock_pankou_em
import time:       237 |        237 |         akshare.stock_feature.stock_hist_em
import time:       182 |        182 |         akshare.currency.currency_china_bank_sina
import time:       164 |        164 |         akshare.futures_derivative.futures_cot_sina
import time:       159 |        159 |         akshare.stock_feature.stock_gdhs
import time:       122 |        122 |         akshare.stock.stock_stop
import time:       186 |        186 |         akshare.stock_feature.stock_ztb_em
import time:       150 |        150 |         akshare.economic.macro_china_hk
import time:       139 |        139 |         akshare.stock_feature.stock_zf_pg
import time:       132 |        132 |           akshare.other
import time:       209 |        340 |         akshare.other.other_car_gasgoo
import time:       187 |        187 |         akshare.other.other_car_cpca
import time:       148 |        148 |         akshare.index.index_cflp
import time:       145 |        145 |         akshare.stock_feature.stock_market_legu
import time:       130 |        130 |         akshare.index.index_eri
import time:       120 |        120 |         akshare.index.index_drewry
import time:       132 |        132 |         akshare.index.index_kq_fz
import time:       137 |        137 |         akshare.index.index_kq_ss
import time:       119 |        119 |         akshare.fund.fund_init_em
import time:       130 |        130 |         akshare.stock_feature.stock_gdzjc_em
import time:       153 |        153 |         akshare.stock_feature.stock_fund_flow
import time:       134 |        134 |         akshare.crypto.crypto_hold
import time:       140 |        140 |         akshare.stock_feature.stock_lh_yybpm
import time:       139 |        139 |         akshare.stock_fundamental.stock_notice
import time:       123 |        123 |         akshare.stock_fundamental.stock_ipo_declare
import time:       150 |        150 |         akshare.stock_feature.stock_report_em
import time:       126 |        126 |         akshare.stock_feature.stock_yjbb_em
import time:       188 |        188 |         akshare.stock_feature.stock_board_concept_ths
import time:       158 |        158 |         akshare.stock_feature.stock_fhps_em
import time:       138 |        138 |         akshare.bond.bond_em
import time:       151 |        151 |         akshare.stock_fundamental.stock_profit_forecast_em
import time:       131 |        131 |         akshare.fund.fund_manager
import time:       165 |        165 |         akshare.fund.fund_rating
import time:       162 |        162 |         akshare.stock_feature.stock_margin_sse
import time:       165 |        165 |         akshare.futures.futures_to_spot
import time:       161 |        161 |         akshare.fund.fund_portfolio_em
import time:       127 |        127 |         akshare.bond.bond_summary
import time:       139 |        139 |         akshare.news.news_stock
import time:       145 |        145 |         akshare.stock_feature.stock_yzxdr_em
import time:       196 |        196 |         akshare.stock.stock_dzjy_em
import time:       162 |        162 |         akshare.index.index_cni
import time:       134 |        134 |         akshare.option.option_em
import time:       147 |        147 |         akshare.stock.stock_zh_kcb_report
import time:       124 |        124 |         akshare.futures.futures_contract_detail
import time:       141 |        141 |           akshare.fortune
import time:       230 |        371 |         akshare.fortune.fortune_hurun
import time:       137 |        137 |         akshare.fortune.fortune_xincaifu_500
import time:       116 |        116 |         akshare.fortune.fortune_forbes_500
import time:       130 |        130 |           akshare.rate
import time:       196 |        325 |         akshare.rate.repo_rate
import time:       176 |        176 |         akshare.fund.fund_rank_em
import time:       180 |        180 |         akshare.movie.movie_yien
import time:       160 |        160 |         akshare.news.news_cctv
import time:       625 |        625 |         akshare.futures.futures_comex_em
import time:       186 |        186 |         akshare.stock.stock_zh_a_special
import time:       205 |        205 |         akshare.stock_fundamental.stock_register_em
import time:       333 |        333 |         akshare.stock_feature.stock_lhb_sina
import time:       165 |        165 |         akshare.index.index_stock_zh_csindex
import time:       154 |        154 |         akshare.stock.stock_fund_hold
import time:       275 |        275 |           akshare.futures.cons
import time:       272 |        546 |         akshare.futures.futures_zh_sina
import time:       159 |        159 |         akshare.stock_feature.stock_yjyg_cninfo
import time:       172 |        172 |         akshare.fund.fund_etf_sina
import time:       158 |        158 |           akshare.tool
import time:       201 |        358 |         akshare.tool.trade_date_hist
import time:       155 |        155 |         akshare.option.option_commodity_sina
import time:       173 |        173 |         akshare.stock_feature.stock_a_pe_and_pb
import time:       155 |        155 |         akshare.stock_feature.stock_a_high_low
import time:       133 |        133 |         akshare.stock_feature.stock_a_below_net_asset_statistics
import time:       174 |        174 |         akshare.fortune.fortune_bloomberg
import time:       145 |        145 |         akshare.stock_feature.stock_qsjy_em
import time:       165 |        165 |         akshare.futures.futures_warehouse_receipt
import time:       155 |        155 |         akshare.stock.stock_us_js
import time:       172 |        172 |         akshare.stock.stock_summary
import time:       140 |        140 |         akshare.stock_fundamental.stock_recommend
import time:       145 |        145 |         akshare.stock_fundamental.stock_hold
import time:       193 |        193 |         akshare.stock.stock_info
import time:       169 |        169 |         akshare.stock.stock_industry
import time:       254 |        254 |         akshare.stock_fundamental.stock_finance_sina
import time:       159 |        159 |         akshare.stock_fundamental.stock_finance_hk_em
import time:       254 |        254 |         akshare.stock.stock_fund_em
import time:       163 |        163 |           akshare.air
import time:       271 |        434 |         akshare.air.air_zhenqi
import time:       156 |        156 |           akshare.hf
import time:       218 |        373 |         akshare.hf.hf_sp500
import time:       204 |        204 |         akshare.stock_feature.stock_yjyg_em
import time:       249 |        249 |         akshare.stock_feature.stock_dxsyl_em
import time:       157 |        157 |           akshare.article
import time:       208 |        365 |         akshare.article.fred_md
import time:       167 |        167 |         akshare.futures.futures_index_ccidx
import time:       165 |        165 |         akshare.futures.futures_spot_stock_em
import time:       157 |        157 |           akshare.energy
import time:       236 |        392 |         akshare.energy.energy_oil_em
import time:       205 |        205 |           akshare.futures.futures_hq_sina
import time:       140 |        344 |         akshare.futures.futures_foreign
import time:       163 |        163 |         akshare.stock_feature.stock_tfp_em
import time:       186 |        186 |         akshare.stock_feature.stock_comment_em
import time:       161 |        161 |         akshare.stock_feature.stock_analyst_em
import time:       145 |        145 |         akshare.futures.futures_settlement_price_sgx
import time:       141 |        141 |         akshare.currency.currency
import time:       143 |        143 |           akshare.nlp
import time:       214 |        357 |         akshare.nlp.nlp_interface
import time:       157 |        157 |         akshare.stock.stock_weibo_nlp
import time:       324 |        324 |         akshare.option.option_finance_sina
import time:       141 |        141 |           akshare.bond.cons
import time:       204 |        344 |         akshare.bond.bond_zh_sina
import time:       235 |        235 |         akshare.bond.bond_zh_cov
import time:       197 |        197 |         akshare.bond.bond_convert
import time:       280 |        280 |         akshare.fund.fund_em
import time:       158 |        158 |           akshare.event
import time:       311 |        311 |           akshare.event.cons
import time:       419 |        888 |         akshare.event.migration
import time:       153 |        153 |         akshare.fx.currency_investing
import time:       138 |        138 |         akshare.option.option_czce
import time:       145 |        145 |           akshare.interest_rate
import time:       237 |        382 |         akshare.interest_rate.interbank_rate_em
import time:       146 |        146 |         akshare.economic.macro_other
import time:       199 |        199 |         akshare.economic.macro_euro
import time:       178 |        178 |         akshare.economic.macro_bank
import time:       174 |        174 |         akshare.index.index_yw
import time:       165 |        165 |         akshare.index.index_cons
import time:       134 |        134 |         akshare.stock_feature.stock_account_em
import time:       121 |        121 |         akshare.futures.futures_rule
import time:       165 |        165 |         akshare.stock_feature.stock_sy_em
import time:       193 |        193 |         akshare.stock_feature.stock_gpzy_em
import time:       144 |        144 |         akshare.stock_feature.stock_jgdy_em
import time:       168 |        168 |         akshare.futures_derivative.futures_index_sina
import time:       130 |        130 |         akshare.economic.marco_cnbs
import time:       136 |        136 |         akshare.index.index_spot
import time:       174 |        174 |           akshare.cost
import time:       478 |        652 |         akshare.cost.cost_living
import time:       210 |        210 |         akshare.energy.energy_carbon
import time:      2139 |       2139 |         akshare.fund.fund_amac
import time:       182 |        182 |         akshare.index.index_sw
import time:       148 |        148 |         akshare.article.epu_index
import time:       151 |        151 |         akshare.air.air_hebei
import time:       161 |        161 |         akshare.air.sunrise_tad
import time:       138 |        138 |         akshare.stock.stock_zh_a_tick_tx
import time:       108 |        108 |           akshare.article.cons
import time:       136 |        243 |         akshare.article.ff_factor
import time:       183 |        183 |         akshare.article.risk_rv
import time:       178 |        178 |           akshare.bank
import time:       115 |        115 |           akshare.bank.cons
import time:       240 |        533 |         akshare.bank.bank_cbirc_2020
import time:       154 |        154 |         akshare.stock.stock_zh_kcb_sina
import time:       205 |        205 |         akshare.stock.stock_zh_a_sina
import time:       168 |        168 |         akshare.stock.stock_zh_ah_tx
import time:       136 |        136 |           akshare.option.cons
import time:       161 |        296 |         akshare.option.option_finance
import time:       158 |        158 |         akshare.stock.stock_us_sina
import time:       173 |        173 |         akshare.stock.stock_hk_sina
import time:       149 |        149 |         akshare.futures_derivative.futures_spot_sys
import time:       146 |        146 |         akshare.economic.macro_constitute
import time:       292 |        292 |         akshare.economic.macro_usa
import time:       183 |        183 |           akshare.economic.cons
import time:       507 |        689 |         akshare.economic.macro_china
import time:      2700 |       2700 |           jsonpath
import time:       245 |       2945 |         akshare.economic.macro_china_nbs
import time:       148 |        148 |           akshare.fx.cons
import time:       275 |        422 |         akshare.fx.fx_quote
import time:       376 |        376 |         akshare.option.option_commodity
import time:       191 |        191 |         akshare.futures.futures_inventory_99
import time:       161 |        161 |         akshare.futures.futures_inventory_em
import time:       149 |        149 |         akshare.bond.bond_nafmii
import time:       161 |        161 |           akshare.qhkc_web
import time:       263 |        423 |         akshare.qhkc_web.qhkc_tool
import time:       286 |        286 |         akshare.qhkc_web.qhkc_index
import time:       216 |        216 |         akshare.qhkc_web.qhkc_fund
import time:       148 |        148 |           akshare.futures.requests_fun
import time:       164 |        164 |           akshare.futures.symbol_var
import time:       860 |       1171 |         akshare.futures.futures_basis
import time:       752 |        752 |         akshare.futures.cot
import time:      1027 |       1027 |         akshare.futures.receipt
import time:       718 |        718 |           akshare.futures.futures_daily_bar
import time:       614 |       1332 |         akshare.futures.futures_roll_yield
import time:       213 |        213 |         akshare.fund.fund_xq
import time:       181 |        181 |           akshare.pro
import time:       166 |        166 |           akshare.pro.client
import time:       108 |        108 |             akshare.pro.cons
import time:       144 |        252 |           akshare.utils.token_process
import time:       264 |        861 |         akshare.pro.data_pro
import time:       185 |        185 |         akqmt
import time:      3036 |     190441 |       akshare
import time:       189 |     190630 |     src.utils.akshare_provider
import time:       222 |        222 |     src.utils.mysql_provider
import time:       202 |        202 |     src.utils.postgres_provider
import time:       215 |        215 |     src.utils.duckdb_provider
import time:       377 |        377 |     src.utils.tdx_provider
import time:       305 |        305 |                     src.consistency.storage.live_snapshot_store
import time:       114 |        418 |                   src.consistency.storage
import time:        14 |        432 |                 src.consistency.storage.live_snapshot_store
import time:       226 |        657 |               src.consistency.collectors.live_snapshot_collector
import time:       159 |        816 |             src.consistency.collectors
import time:        11 |        826 |           src.consistency.collectors.live_snapshot_collector
import time:       152 |        978 |         src.consistency
import time:        10 |        987 |       src.consistency.collectors
import time:        13 |       1000 |     src.consistency.collectors.live_snapshot_collector
import time:       801 |     447091 |   src.core.live_cabinet
import time:       441 |        441 |   src.core.backtest_cabinet
import time:       167 |        167 |   src.utils.stock_manager
import time:     26420 |      26420 |   src.utils.history_sync_service
import time:       420 |        420 |   src.utils.stock_list_refresh
import time:       237 |        237 |   src.utils.backtest_baseline
import time:       400 |        400 |   src.utils.webhook_notifier
import time:       604 |        604 |       pytdx
import time:       186 |        186 |         pytdx.log
import time:       168 |        168 |         pytdx.errors
import time:       156 |        156 |         pytdx.heartbeat
import time:       214 |        214 |           pytdx.parser
import time:       212 |        212 |             cython
import time:       231 |        443 |           pytdx.parser.base
import time:       273 |        929 |         pytdx.parser.raw_parser
import time:       303 |       1741 |       pytdx.base_socket_client
import time:       178 |        178 |       pytdx.params
import time:       188 |        188 |               pytdx.reader.base_reader
import time:       303 |        491 |             pytdx.reader.daily_bar_reader
import time:       175 |        175 |             pytdx.reader.min_bar_reader
import time:       185 |        185 |             pytdx.reader.lc_min_bar_reader
import time:       198 |        198 |             pytdx.reader.exhq_daily_bar_reader
import time:       226 |        226 |             pytdx.reader.gbbq_reader
import time:       184 |        184 |             pytdx.reader.block_reader
import time:       169 |        169 |                 pytdx.crawler
import time:       170 |        170 |                 pytdx.crawler.base_crawler
import time:       325 |        663 |               pytdx.crawler.history_financial_crawler
import time:       370 |       1032 |             pytdx.reader.history_financial_reader
import time:       267 |       2755 |           pytdx.reader
import time:        13 |       2767 |         pytdx.reader.block_reader
import time:       148 |        148 |         pytdx.helper
import time:       208 |       3122 |       pytdx.parser.get_block_info
import time:       189 |        189 |       pytdx.parser.get_company_info_category
import time:       154 |        154 |       pytdx.parser.get_company_info_content
import time:       167 |        167 |       pytdx.parser.get_finance_info
import time:       150 |        150 |       pytdx.parser.get_history_minute_time_data
import time:       334 |        334 |       pytdx.parser.get_history_transaction_data
import time:       360 |        360 |       pytdx.parser.get_index_bars
import time:       166 |        166 |       pytdx.parser.get_minute_time_data
import time:       146 |        146 |       pytdx.parser.get_security_bars
import time:       155 |        155 |       pytdx.parser.get_security_count
import time:       163 |        163 |       pytdx.parser.get_security_list
import time:       164 |        164 |       pytdx.parser.get_security_quotes
import time:       132 |        132 |       pytdx.parser.get_transaction_data
import time:       161 |        161 |       pytdx.parser.get_xdxr_info
import time:       138 |        138 |       pytdx.parser.get_report_file
import time:       166 |        166 |       pytdx.parser.setup_commands
import time:       541 |        541 |         pytdx.util.trade_date
import time:       229 |        229 |         pytdx.util.date_util
import time:       214 |        983 |       pytdx.util
import time:       567 |       9931 |     pytdx.hq
import time:       863 |      10794 |   src.utils.screener_data_provider
import time:       245 |        245 |   src.strategy_intent.screener_parser
import time:       101 |        101 |       src.evolution
import time:       136 |        237 |     src.evolution.adapters
import time:       847 |        847 |     src.evolution.adapters.llm_gateway_adapter
import time:       192 |        192 |     src.evolution.adapters.execution_rules_adapter
import time:       165 |        165 |     src.evolution.adapters.portfolio_plan_adapter
import time:       186 |        186 |     src.evolution.adapters.screener_strategy_demo_adapter
import time:       583 |       2208 |   src.evolution.adapters.nl_screener_skill
import time:       822 |        822 |   src.evolution.adapters.tdx_formula_batch_adapter
import time:       261 |        261 |       src.tdx.formula_compiler
import time:       394 |        394 |       src.tdx.terminal_bridge
import time:       204 |        857 |     src.tdx
import time:        18 |        875 |   src.tdx.formula_compiler
import time:       164 |        164 |   src.utils.blk_loader
import time:        95 |         95 |     src.evolution.core
import time:        97 |         97 |         src.evolution.agents
import time:       155 |        155 |         src.evolution.core.event_bus
import time:        79 |         79 |           src.evolution.memory
import time:       221 |        299 |         src.evolution.memory.analysis_store
import time:       291 |        841 |       src.evolution.agents.analysis_agent
import time:       193 |        193 |       src.evolution.agents.critic
import time:       815 |        815 |           src.evolution.core.evolution_profile
import time:       293 |       1107 |         src.evolution.adapters.strategy_library_adapter
import time:       413 |       1520 |       src.evolution.agents.library_committer
import time:      1334 |       1334 |           src.evolution.core.strategy_gene
import time:       305 |        305 |           src.evolution.memory.gene_run_store
import time:       301 |       1940 |         src.evolution.adapters.gene_strategy_adapter
import time:       450 |        450 |         src.evolution.memory.strategy_memory
import time:       357 |       2746 |       src.evolution.agents.researcher
import time:       173 |        173 |           src.evolution.core.strategy_loader
import time:       223 |        395 |         src.evolution.adapters.backtest_adapter
import time:       159 |        554 |       src.evolution.agents.trader
import time:        78 |         78 |         src.evolution.llm
import time:       149 |        149 |         src.evolution.adapters.llm_ollama_adapter
import time:       130 |        130 |         src.evolution.adapters.llm_zhipu_adapter
import time:       776 |       1132 |       src.evolution.llm.client_factory
import time:       333 |       7315 |     src.evolution.core.orchestrator
import time:       352 |        352 |     src.evolution.core.concurrency_manager
import time:       397 |       8158 |   src.evolution.core.runtime_manager
import time:       333 |        333 |   src.evolution.adapters.fundamental_adapter
import time:       295 |        295 |   src.evolution.memory.profile_update_store
import time:       165 |        165 |   src.evolution.memory.screener_history_store
import time:        77 |         77 |     src.evolution.platform
